stars,review
2.0 out of 5 stars,"









  
  
    
  Gets very hot very easily in well ventilated areas

  
"
5.0 out of 5 stars,"









  
  
    
  Great selection of programming, (CUT MY DISH PROGRAMMING SUBSTANTIALLY.Picture & sound quality are OUTSTANDING.  !!!RECOMMEND  !!

  
"
5.0 out of 5 stars,"









  
  
    
  Should’ve bought this a long time ago!  Great product, easy to install, and fast service from seller. Very happy!

  
"
5.0 out of 5 stars,"









  
  
    
  I got this one for the bedroom tv and works just fine for us. The ease of hooking this up and not having any wires or cables all over the back of the tv is plus!!

  
"
5.0 out of 5 stars,"









  
  
    
  Love fire sticks

  
"
5.0 out of 5 stars,"









  
  
    
  Like this remote

  
"
5.0 out of 5 stars,"









  
  
    
  Love the Firestick!

  
"
5.0 out of 5 stars,"









  
  
    
  Great product. Does what it's supposed to do.

  
"
4.0 out of 5 stars,"









  
  
    
  works great bought two

  
"
5.0 out of 5 stars,"









  
  
    
  It's a great product, great image and sound

  
"
3.0 out of 5 stars,"









  
  
    
  It’s fine. Nothing special. Good interface.

  
"
5.0 out of 5 stars,"









  
  
    
  Excelente producto

  
"
5.0 out of 5 stars,"









  
  
    
  I love it, very easy to use and install.  I will probably buy a few more. You get a lot of channels for a small price.

  
"
5.0 out of 5 stars,"









  
  
    
  With all the app it has up there on the fire stick it will definitely cause you to cut the cord to cable TV just be sure to get an antenna

  
"
5.0 out of 5 stars,"









  
  
    
  I bought the fire stick lite not knowing it didn’t come with any volume buttons so that I couldn’t connect it to my sound bar. Sadly because of this I’m going to return it but besides that it’s a great product

  
"
1.0 out of 5 stars,"









  
  
    
  Remote died in less than a year. Bought as an upgrade because it was supposed to work faster than my original still working roku. It did but not worth it.

  
"
5.0 out of 5 stars,"









  
  
    
  Very easy to use

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely worth it

  
"
5.0 out of 5 stars,"









  
  
    
  this one is a great for the garage or spare room. works great. wish it had more build in storage

  
"
5.0 out of 5 stars,"









  
  
    
  It has exactly fulfilled my need, whcih transforms a monitor to a TV

  
"
5.0 out of 5 stars,"









  
  
    
  Great product easy to setup and has all the apps I use.

  
"
5.0 out of 5 stars,"









  
  
    
  It has a lot of app, work perfect.

  
"
5.0 out of 5 stars,"









  
  
    
  We got it because we travel a lot.

  
"
5.0 out of 5 stars,"









  
  
    
  I like everything about it.

  
"
4.0 out of 5 stars,"









  
  
    
  I liked this Item very much

  
"
5.0 out of 5 stars,"









  
  
    
  Best thing ever.

  
"
1.0 out of 5 stars,"









  
  
    
  Keeps resetting.

  
"
5.0 out of 5 stars,"









  
  
    
  Great for any tv

  
"
3.0 out of 5 stars,"









  
  
    
  Didnt have same features as regular fire stick and had trouble streaming

  
"
5.0 out of 5 stars,"









  
  
    
  We needed to update and this Fire stick works well.

  
"
5.0 out of 5 stars,"









  
  
    
  So easy to set up and use

  
"
5.0 out of 5 stars,"









  
  
    
  Great Amazon box

  
"
5.0 out of 5 stars,"









  
  
    
  just what I wanted

  
"
5.0 out of 5 stars,"









  
  
    
  Great! I got 3 for my family.

  
"
1.0 out of 5 stars,"









  
  
    
  We had to return our first device due to a large remote but the replacement was just as bad...returning it as well. No problem connecting Apple TV or Amazon Firestick!

  
"
5.0 out of 5 stars,"









  
  
    
  Happy with purchase and can’t wait to stream!!

  
"
2.0 out of 5 stars,"









  
  
    
  Unfortunately our remote and roku don’t seem to be working correctly and although we can get it to work sometimes, it is not consistent which is an unfortunate quality in a remote. Upon realizing that the issue was not something I can correct, it was too late to return, therefore I am very disappointed as I am stuck with a device that does not work correctly.

  
"
5.0 out of 5 stars,"









  
  
    
  Loving the voice command

  
"
5.0 out of 5 stars,"









  
  
    
  great streaming stick. Works flawlessly. The only gripe I ever have with every roku, is the volume/power controls. A lot of controllers can control 2 devices (tv and sound bar) but not roku. That makes me sad

  
"
5.0 out of 5 stars,"









  
  
    
  Not sure how it works yet or with Alexa

  
"
1.0 out of 5 stars,"









  
  
    
  Remote battery only lasts a few weeks.  My old ROKU which this replaced had triple the battery life

  
"
5.0 out of 5 stars,"









  
  
    
  I have used Roku for a very long time.  The devices are getting alot more user friendly.  Way to go Roku!

  
"
5.0 out of 5 stars,"









  
  
    
  This enabled me to cut my cable. I now only have WiFi and the Roku. I have thousands of channels and they come in very clearly. Best thing I did in years.

  
"
5.0 out of 5 stars,"









  
  
    
  Glad I selected this device instead of upgrading television cable. Roku provides my channels, no monthly cable bill and it does not cost much. This really curbs the financial budget!!!!

  
"
5.0 out of 5 stars,"









  
  
    
  It was so easy to set-up.  I t does the same thing as Apple TV at a fraction of the cost.

  
"
5.0 out of 5 stars,"









  
  
    
  Works well in my living room

  
"
1.0 out of 5 stars,"









  
  
    
  Had constant problems kicks itself off the Internet.  The remote control has to be continuously reset.  Roku technical support is not that helpful, Call them multiple times in spend 40 minutes on the phone resetting everything.  I'm expecting them to be broken again within 2 to 3 days.  I have had for 3 weeks and they seem to break every couple .  Something brand new and not refurbish should last a lot longer than this

  
"
2.0 out of 5 stars,"









  
  
    
  I am a user in Japan and am only able to use Netflix and Youtube. Nothing else!! There was no such prompt at the time of purchasing, which I think should have been mandatory. Its just over a week or so that I am using the product, and so far the streaming quality is quite admirable and the set up was quite easy; however, I would not have purchased this product had I known that most of what is being touted cannot be used outside US. Have paid too much for too little......but like they say in these parts .....Shoganai!

  
"
5.0 out of 5 stars,"









  
  
    
  This worked great.  Easy to install. Saved me from having to buy a new sound system, since my Bose speakers are analog, and wouldn't work with my new TV.

  
"
5.0 out of 5 stars,"









  
  
    
  Delighted! My cable bill was reduced from $144.00 for BASIC CRAP to small charges for NETFLIX and SLING...

  
"
5.0 out of 5 stars,"









  
  
    
  Best streaming stick....good range

  
"
1.0 out of 5 stars,"









  
  
    
  What a waste of $40!  It worked great for the first six months.

  
"
5.0 out of 5 stars,"









  
  
    
  best streaming service

  
"
5.0 out of 5 stars,"









  
  
    
  Product works well but the included remote failed in less than 2-weeks due to excess battery drain. Exchanging original item for a working replacement.

  
"
5.0 out of 5 stars,"









  
  
    
  Pleased, easy to use.

  
"
5.0 out of 5 stars,"









  
  
    
  We use it mostly for our local news and weather. Also love the smart plug I purchased with it . I can turn my light on when I’m away from home to come . Also like to play music on Alexa while doing workouts.

  
"
1.0 out of 5 stars,"









  
  
    
  This Fire Stick worked for one week and it is not convenient for me to return. I have been a loyal customer and Prime member for years. I tried talking to customer service, but no help. I am so disappointed.

  
"
5.0 out of 5 stars,"









  
  
    
  I own an older firestick this one is so much better. You can add a usb stick to gain more storage but you need an adapter easy. LOVE IT!!

  
"
5.0 out of 5 stars,"









  
  
    
  All should have the volume button but other than that I love my firesticks! I ditched cabled & am slowly convincing my friends and family to ditch their cable & switch to the firestick as well!!

  
"
3.0 out of 5 stars,"









  
  
    
  When it works, nice.  We can watch IMBD on our smart tv that we can't do thru amazon app.  Unfortunately, it crashes a lot and has to be restarted.

  
"
5.0 out of 5 stars,"









  
  
    
  Use for streaming videos. It's faster response and has more internal memory.Easy to add external 64gig drive for internal or external memory.

  
"
5.0 out of 5 stars,"









  
  
    
  I'm not using all the features, but that's ok with me.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy fast installation, Alexa works great.

  
"
5.0 out of 5 stars,"









  
  
    
  works just as i wanted

  
"
5.0 out of 5 stars,"









  
  
    
  Best Roku Yet!  I've always Loved Roku's and I've had many of them.  This one allows you to turn the TV on and off and adjust the volume.  What I like best is the increased wifi accessibility!  Set up (As Always) is a snap, and I was able to pick this one up on sale!  I usually take the roku stick to my parents and use it there a big +!

  
"
5.0 out of 5 stars,"









  
  
    
  One word....  FANTASTIC

  
"
5.0 out of 5 stars,"









  
  
    
  Can't Beat a Roku, We have 5 of them.....

  
"
5.0 out of 5 stars,"









  
  
    
  Worked great. This item installed easily and worked fantastic.  We are very happy with our purchase.

  
"
5.0 out of 5 stars,"









  
  
    
  I only need the one Roku remote to do everything. I really didn't want to deal with two remotes anymore. Works great!

  
"
3.0 out of 5 stars,"









  
  
    
  One of the reasons I ordered this was because it has voice search. Well outside of the USA and Canada the search feature (voice or home page search) does not work! Other than that this Roku was easy to setup and user friendly.

  
"
5.0 out of 5 stars,"









  
  
    
  Needed a new Roku so I could stream Disney+ picked this one up, love it, very easy to use and great price!

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent product.  This device helps me save about $140 a year from not having to ""rent"" the cable boxes for the tv's in bedroom.

  
"
5.0 out of 5 stars,"









  
  
    
  Happy with the purchase, easy to set up and easy to use

  
"
3.0 out of 5 stars,"









  
  
    
  The reason I rated the Fire TV Stick Lite with Alexa Voice Remote Lite 2020 a 3 is because I could not figure how to connect the remote to the Alexa and then to the television.  No instructions included.  A television remote is needed.

  
"
5.0 out of 5 stars,"









  
  
    
  It works really well and it’s helpful

  
"
5.0 out of 5 stars,"









  
  
    
  Received this as a gift to update an older but very good TV.  So far I am very pleased with how it is working.

  
"
2.0 out of 5 stars,"









  
  
    
  every time I turn tv on I have to restart the firestick. I dont have audio. once restarted the audio works ok.

  
"
5.0 out of 5 stars,"









  
  
    
  So happy i finally bought one, will definetly be recommending.

  
"
5.0 out of 5 stars,"









  
  
    
  Exactly as expected

  
"
5.0 out of 5 stars,"









  
    
  Es muy práctico y tiene una calidad de imagen excelente, para el precio que tiene lo recomiendo 100% solo que debes acostumbrarte a no controlar el volumen. De lo demás es excelente

  
  
"
3.0 out of 5 stars,"









  
  
    
  I live in a 1 bedroom apartmentI have dish in the living room.. I didn't want to pay for another box . So I thought that I would try a fire stick . It is like having dish in my bed roomThe best thing I every did !

  
"
5.0 out of 5 stars,"









  
  
    
  Just as described, easy to use

  
"
5.0 out of 5 stars,"









  
  
    
  IT WORKS GREAT COULDENT BE HAPPIER.

  
"
1.0 out of 5 stars,"









  
  
    
  The remote stopped syncing a couple of months after I got it. I now have to use my phone for a remote.

  
"
1.0 out of 5 stars,"









  
  
    
  Wow. These sticks are just awful. Won’t stay connected, video goes to black for long periods. Unreal. We’ve used Roku products for years ( bought these to replace outdated Roku boxes), but these are sending me on the hunt for another brand. What a waste of money.

  
"
1.0 out of 5 stars,"









  
  
    
  Useless pos,locks up when you try to do anything. Thought maybe roku had gotten their act together.All this device is, is a reminder of why not to buy any roku devices.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this to cut the cord.  I didn't know much about streaming tv,  but Roku made it super easy.  I bought an additional stick for the guest bedroom which is pretty far away from the internet connection.No connectivity problems at all.  I added Hulu live and do NOT miss cable/ satellite at ALL.

  
"
3.0 out of 5 stars,"









  
  
    
  Its kinda slow to startup and the Xfinity app is slow to change channels.

  
"
1.0 out of 5 stars,"









  
  
    
  This doesn’t work, I either got a bad quality one or something is wrong with mine, I have to constantly unplug it or turn the tv off in the middle of a movie or what ever I’m watching, it’s frustrating.

  
"
5.0 out of 5 stars,"









  
  
    
  I am trying to unravel from cable and still experimenting with ROKU and hopefully will be totally cable free

  
"
5.0 out of 5 stars,"









  
  
    
  Love using the Roku.  It is not difficult to learn and would recommend.

  
"
1.0 out of 5 stars,"









  
  
    
  The product is not usable if you don't provide all of your personal information and a method of payment to set up an account.

  
"
5.0 out of 5 stars,"









  
  
    
  Love love love. Great price great product

  
"
1.0 out of 5 stars,"









  
  
    
  Roku streaming stick+ would not accept internet password.  All my other gadgets accept this password.  Customer support is dreadful.  Buy something else.

  
"
5.0 out of 5 stars,"









  
  
    
  It fixed my streaming issues on Amazon prime...

  
"
5.0 out of 5 stars,"









  
  
    
  I absolutely love this Roku stick! It's fantastic to have any possible app available and the streaming has been seamless and impeccable.  I highly recommend this product. I have not gotten the product as a promotional offer or been asked to do a review for any compensation.

  
"
4.0 out of 5 stars,"









  
  
    
  i can get local broadcast channels and all the cable networks I like.  No box 0 I hated that - and only have to have TV near  electrical outlet, not cable outlet.

  
"
5.0 out of 5 stars,"









  
  
    
  4K, HDR, the usual great user interface, and disappears in to the back of the TV.  It draws minimal power so I just connect it to a USB port, so no extra AC adapter needed.  Every streaming app imaginable is available on this thing (except iTunes naturally).

  
"
5.0 out of 5 stars,"









  
  
    
  I’ve used different streaming devices — google chromecast, appletv, androidtv mibox — but overall I Roku is still the best.It has way more streaming apps than other streaming device. Roku stick+ handles 4k 60 fps videos with ease.Also, it’s so snappy and has simple interface that even my mother who’s not techy can use it easily.

  
"
5.0 out of 5 stars,"









  
  
    
  Great.....!

  
"
5.0 out of 5 stars,"









  
  
    
  I originally got the Ultra, but after months of frustration with HDMI connectivity issues with the Ultra, i decided to get the stick in order to avoid connecting with an HDMI cable. It worked.  The Roku stick works great.  The Roku interface is the most intuitive....much better than Apple TV (which goes for cool rather than intuitive) or various smart TV interfaces which are generally awful.  Roku is able to get all the apps you want.  I have yet to find a channel it doesn't get.As to the Ultra, I would avoid it.  It works for a while and then out of nowhere it tells you your HDMI cable is not compatible. You need version 2.2.  I kept buying new HDMI cables to meet the stated requirements.  But it was always the same story.  After a while the Ultra would reject my new cable and refuse to show the streaming video I was trying to watch.  It did this on YouTube TV, HBO, Showrime and Amazon Prime channels.  I changed screen resolution settings, rebooted, reset...nothing worked as the Ultra is a flawed design.So save youself the headache and buy the Roku stick, which works very well.

  
"
5.0 out of 5 stars,"









  
  
    
  Just starting with Roku Streaming Stick.  We have air only antenna, and a home wi-fi . We do pay for Netflix & Hulu via streaming thru wi-fi.Streaming Stick+ works great with super clear picture.

  
"
1.0 out of 5 stars,"









  
  
    
  The remote stopped worKing after 8 weeks of course Amazon couldn't helped and told me to contact Roku.Buyer beware

  
"
5.0 out of 5 stars,"









  
  
    
  What an awesome purchase especially since I don’t have cable to avoid another bill. So gla I invested in this!

  
"
5.0 out of 5 stars,"









  
  
    
  easy to install

  
"
5.0 out of 5 stars,"









  
  
    
  just like photo

  
"
5.0 out of 5 stars,"









  
  
    
  Love this thing!

  
"
4.0 out of 5 stars,"









  
  
    
  Got my second one it works well, easy set up

  
"
5.0 out of 5 stars,"









  
  
    
  No issues have had this for 3 years and then got another one for the bedroom its way cheaper then paying for direct tv

  
"
5.0 out of 5 stars,"









  
  
    
  Did what I needed it to do.

  
"
5.0 out of 5 stars,"









  
  
    
  It all worked out

  
"
5.0 out of 5 stars,"









  
  
    
  I love the product

  
"
5.0 out of 5 stars,"









  
    
  Para convertir una TV normal a una smart Tv, es lo mejor!  muy buena relacion de precio.

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great product and easy to use!!

  
"
4.0 out of 5 stars,"









  
  
    
  no 4k and no volume control, for the rest this tv stick is perfect

  
"
5.0 out of 5 stars,"









  
  
    
  easy set-up to TV

  
"
5.0 out of 5 stars,"









  
  
    
  Bought for my son he loves it and how easy it was to use.

  
"
3.0 out of 5 stars,"









  
  
    
  The volume is off most of the time when you turn it back on. Have to unplug alot. ????? I just yesterday took it out of the power strip and plug into wall outlet see if this works.

  
"
5.0 out of 5 stars,"









  
  
    
  I like it fine

  
"
5.0 out of 5 stars,"









  
  
    
  Great, as advertised.

  
"
5.0 out of 5 stars,"









  
    
  Fácil de setupCalidad de imagen. Precio calidad

  
  
"
1.0 out of 5 stars,"









  
  
    
  It stopped working after 2 days.

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect for my kitchen TV

  
"
5.0 out of 5 stars,"









  
  
    
  I was an AppleTV devotee until I saw Roku on my son’s PlayStation. Easy-peasy flash drive type device. Plug it in, follow the on screen instructions and you’re good to go. Clear picture. Easily handles 4K. Simple navigation and oodles of free channels! Yes!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Love the Updated Rokus  Updated from my old 1's and 2;s  The new ones work flawlessly and support profiles in netflix,, (something the old ones lacked)  The power and volume buttons are a nice touch for a basic set up, but not so much for running through an amp.

  
"
5.0 out of 5 stars,"









  
  
    
  I have several TV's in my home and I got rid of cable. I have been getting Roku's for each TV. So now if we have bad weather and bad reception, I can still get local channels or stream movies.

  
"
5.0 out of 5 stars,"









  
  
    
  Works super. Easy install. Good buy

  
"
5.0 out of 5 stars,"









  
  
    
  This little device just works! Have had other Roku devices before and this is a great update with TV controls (but please add a “mute” button on the next version) and has left our Apple TV collecting dust. This little invisible stick is all we use now for our TV content.

  
"
5.0 out of 5 stars,"









  
  
    
  Works awsome so far.

  
"
5.0 out of 5 stars,"









  
  
    
  I love the fact that I can now ask for what I'm looking for as opposed to typing. And best of all, our new Roku recognizes even my worst accent attempts!Nice packaging. My only complaint is that everything is black and it's hard to see buttons at night.

  
"
5.0 out of 5 stars,"









  
  
    
  This version of Roku, lets you control the TV power and volume with one remote. Best version for the price.

  
"
5.0 out of 5 stars,"









  
  
    
  If I knew how good and cheap this thing is I would have bought it much sooner. Lots of free content, I absolutely don’t need cable or satellite TV

  
"
4.0 out of 5 stars,"









  
  
    
  Cheaper than buying a smart TV my only problem is the sound gets all buffer than mumbled after a while you have to unplug and restart it

  
"
5.0 out of 5 stars,"









  
  
    
  Very easy to install did it myself in minutes.

  
"
4.0 out of 5 stars,"









  
  
    
  I have xfinity and is used on a second TV.  It mirrors the cable on the first TV.  If you have a DVR on the first TV and record shows, they will also be available on the second TV.  Nice features and you own it so you do not have to rent additional box from the cable company.  Voice commands do not seem to work well.

  
"
4.0 out of 5 stars,"









  
  
    
  This remote works the same just without the tv controls. I bought it for my son’s room so he doesn’t mind using another remote to turn off the tv.

  
"
5.0 out of 5 stars,"









  
  
    
  First time buying

  
"
5.0 out of 5 stars,"









  
  
    
  It works great

  
"
5.0 out of 5 stars,"









  
  
    
  I had been using an original Fire Stick for more than six years. Only ordered a new one to be able to access Apple TV+. What a game changer the voice activated is. I doubted I would use it, but it's my favorite feature.

  
"
5.0 out of 5 stars,"









  
  
    
  Simple to set up and use.

  
"
5.0 out of 5 stars,"









  
  
    
  I love the ease of navigating and the content available with the Firestick.

  
"
2.0 out of 5 stars,"









  
  
    
  It didn’t work at first and then it did and now it doesn’t and then it did, but voice recognition doesn’t. Quite frustrating but for $13 what do you expect.

  
"
5.0 out of 5 stars,"









  
  
    
  It was easy to install and use

  
"
1.0 out of 5 stars,"









  
  
    
  typical amazon

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this as a Christmas gift for my mom who isn't the most tech savvy person but it comes with voice recognition which makes it easier for my mom to navigate

  
"
5.0 out of 5 stars,"









  
  
    
  Ease of use with wide variety of programming. I especially like being able to use headphones for  privacy and not disturbing others.

  
"
5.0 out of 5 stars,"









  
  
    
  One wish would be to have  remote has a sleep mode, now have to use original TV remote for sleep function.

  
"
4.0 out of 5 stars,"









  
  
    
  Great service But...  it sometimes overheats (arctic breeze USB fan (5 star) solved that problem) and it recently won't let me listen to Amazon Music.

  
"
1.0 out of 5 stars,"









  
  
    
  ZERO stars is what this company deserves. I bought a Roku Streaming Stick+ from Amazon on 10/16/17. It worked flawlessly for about five months. Now the remote disconnects regularly and I have to reconnect it several times each evening. In addition, I constantly get a message on my TV screen that the Advanced Wireless Receiver is not detected. Sometimes, I have to to unplug and re-plug the Advanced Wireless Receiver as many as a dozen times before it will work...briefly before it malfunctions again. These problems with the remote and the Advanced Wireless Receiver (both items covered by Roku's One-Year Warranty) have persisted for weeks.I got in touch with customer service quoting the device number and explained the problems with the defective Roku in detail. The only response I received were silly suggestions that other Bluetooth devices may be interfering with my Roku. This is ridiculous. The Roku worked perfectly for months and I have not introduced any new devices with Bluetooth into the room. My recent problems are due entirely to malfunctioning Roku components, not interference from other devices. My internet connection is working just fine as well. I'm not having issues with any other devices in my home that connect to the Internet.I have repeatedly emailed Roku to ask them to honor their One-Year Warranty and send me a new device to replace the broken one. Thus far, they have acknowledged my emails with ""Your request has been updated. To add additional comments, reply to this email."" but no further response.I have tried calling Roku's toll-free customer number, but over several hours it has been a constant busy signal. I got in touch with Amazon Customer Service to see if they could help me speak to someone at Roku. They tried to contact Roku over the phone, but got only the same busy signal as I did.I have bought many Roku products in the past and - until recently - I would have recommended them to anyone. My opinion of this company has changed completely. They make an inferior product which malfunctions in less than a year. They do not honor their clearly advertised One-Year Warranty against defective parts. Roku employees instead give long-standing customers the run-around and refuse to deal with their legitimate complaints. They withdraw customers' ability to contact the company by telephone. They are behaving very much like a company that is about to go bankrupt and can only hide and cower from irate, dissatisfied customers. I would strongly advise against spending your hard-earned money on any Roku product. Unless Roku's response to customers improves dramatically, Amazon should seriously consider withdrawing all Roku products for sale on their website.UPDATE: 5/8/2018 To date, Roku has STILL not honored their warranty. Roku tech support is the worst! I will never again buy a Roku product. At least with the Amazon Fire TV Stick, I know Amazon will stand behind their product and that I will be able to talk to an actual human being on the phone if ever I experience a problem with my device.

  
"
5.0 out of 5 stars,"









  
  
    
  Of course its great! What a silly thing to ask! You won't be disappointed!

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up. Works great.

  
"
5.0 out of 5 stars,"









  
  
    
  I set this up in the den for my daughter and it works great-easy to set up and pare with Infinity!!

  
"
4.0 out of 5 stars,"









  
  
    
  I don't like that the last broke so easy. I do love the mute button.

  
"
5.0 out of 5 stars,"









  
  
    
  Replacement for my aging firestick, has great range and easy install. Loads very fast with little to any lag time.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to set up.  Remote arrow buttons not very responsive--have to press hard several times.  Have not tried voice command yet.

  
"
4.0 out of 5 stars,"









  
  
    
  The only thing I dislike, is how much more you have to pay for if you want certain things. That’s the only reason for a 4 star

  
"
5.0 out of 5 stars,"









  
  
    
  While I had this hooked up to my tv it was great. But when I switched to a projector it won’t pair. Need to get some projectors brands compatible with the Roku.

  
"
5.0 out of 5 stars,"









  
  
    
  Works great, easy to use and setup.  Just make sure to use the included cables.

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this as a gift and I couldn't be happier with the outcome.  The Roku stick was very user friendly and very simple to set up.  The voice recognition on the remote works perfectly and I have not had any issues with connectivity or anything of that nature.  Great product. Would recommend.

  
"
2.0 out of 5 stars,"









  
  
    
  I would like to give this more stars because it is good...when it operates like it should. My problem is that I keep getting error messages stating some error with the HDCP then the screen turns purple. It's so annoying. I have called Roku several times and Everytime I am instructed to unplug everything then reconnect...which helps for like half a day then the message appears again. I demanded something else other than temporary measures to be done to fix this and all I have so far is ""we'll get back to you"" but they haven't

  
"
4.0 out of 5 stars,"









  
  
    
  Could use more apps

  
"
4.0 out of 5 stars,"









  
  
    
  I bought this laptop to run a video editing program and a worship software program. some issues early on I updated the drivers and window 10 it has performed well.

  
"
5.0 out of 5 stars,"









  
  
    
  Small capable media player, only wish it would operate plugged into the usb on my tv- needed to plug into outlet for consistent power.

  
"
5.0 out of 5 stars,"









  
  
    
  We are very happy with it.

  
"
5.0 out of 5 stars,"









  
  
    
  Works good so far 12 3 2020

  
"
5.0 out of 5 stars,"









  
  
    
  thank GOD its free

  
"
5.0 out of 5 stars,"









  
  
    
  Great price! Works great with my Alexa.  Very satisfied!

  
"
4.0 out of 5 stars,"









  
    
  Es un excelente producto, el control hace una diferencia grande con el chrome que antes no lo llevaba, pero no veo grandes mejoras con el anterior que ya tenia. Si no lo tiene, es una buena compra, pero si ya lo tiene, no hay casi ninguna ganancia.

  
  
"
5.0 out of 5 stars,"









  
  
    
  This is a awesome new product at a great price!  Came super quick and easy to set up!

  
"
5.0 out of 5 stars,"









  
  
    
  Works great. Fast.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it works great

  
"
5.0 out of 5 stars,"









  
  
    
  works great. easy to find what I want.

  
"
2.0 out of 5 stars,"









  
  
    
  This product is faulty.  I've purchased three of them hoping to get a better results.  I'm always having to unplug them to get past the TV hanging up and then they tile constantly

  
"
5.0 out of 5 stars,"









  
  
    
  Very good. I like it much better than cable or satellite. It has the basketball games on it that I want at a very affordable price.

  
"
5.0 out of 5 stars,"









  
  
    
  Specifically purchased so I can enjoy YouTube videos on my tv again! So happy this exists, there’s so many channel options and on demand free streaming that I barely use my cable dvr. In the event that I want to watch a movie, I can easily purchase with my card on file! Great family night enjoyment.

  
"
5.0 out of 5 stars,"









  
  
    
  At 82 I had hard time installing

  
"
1.0 out of 5 stars,"









  
  
    
  I purchased 2 of these Roku sticks from Amazon five months ago. One of them no longer works correctly—the sound does not work and I’ve had no luck correcting the issue. I’ve tried to reset, unplug, adjust settings, etc.  I looked it up, and it turns out this is a common problem with these devices.

  
"
4.0 out of 5 stars,"









  
    
  En Ecuador hay canales que aún no funciona con roku en el 2021, lo mejor tiene AirPlay, si duplicas pantalla hay un retraso en transmisión! Pueden controlar la tv desde el mando pero en Ecuador tampoco funciona el micrófono.

  
  
"
4.0 out of 5 stars,"









  
  
    
  Easy to set up and use , my 8 year old uses it in her room with no problems .. many free movies cartoons on it

  
"
5.0 out of 5 stars,"









  
    
  Llegó en perfecto estado y el día señala , ahora a probarlo!

  
  
"
4.0 out of 5 stars,"









  
  
    
  Love the Roku for wireless tv. Don't care for the fact it freezes up more then I think it should.  It seems to be an issue with this style anyway because my daughter  has one and it freezes up too

  
"
4.0 out of 5 stars,"









  
  
    
  Have had it for a half a year. I will say if your looking to use it on a outdoor projector thats almost in a complete wifi dead zone at times then your should be set cause I know I am!

  
"
5.0 out of 5 stars,"









  
  
    
  Works as described

  
"
5.0 out of 5 stars,"









  
  
    
  simple, easy install, inexpensive

  
"
4.0 out of 5 stars,"









  
  
    
  Works good.. Easy to use

  
"
5.0 out of 5 stars,"









  
  
    
  I love this version, I've been using the first generation firesticks for a while now so they were slow 🐌 but these are amazing

  
"
5.0 out of 5 stars,"









  
  
    
  Voice recognition is such a great feature!  Easy to set up on all different types of TV’s!  Highly recommended this device,  so much so I have it all my TVS!

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to install and hook-up.

  
"
5.0 out of 5 stars,"









  
  
    
  Love my Prime TV

  
"
5.0 out of 5 stars,"









  
  
    
  Very nice streaming device for the money.

  
"
5.0 out of 5 stars,"









  
  
    
  Real pleased so far with the performance of this product!

  
"
4.0 out of 5 stars,"









  
  
    
  It's got mute some times with no reason, Then I have to unplug it from the power cord, wait for around 30 sec and then turn it on again.

  
"
5.0 out of 5 stars,"









  
  
    
  Great for a small and cheap tv stick. Plenty of smart features, alexa integration works well all the time, tons of apps to choose from. If you don't need 4k features this one will be great and will save you some money 💰

  
"
5.0 out of 5 stars,"









  
    
  Funciona muy bien pero deberian ya de interar los controles de volumen del tv.

  
  
"
3.0 out of 5 stars,"









  
  
    
  Volume does not always work and have had to unplug it a few times for volume and home menu to come back on.

  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
5.0 out of 5 stars,"









  
  
    
  Good quality.

  
"
5.0 out of 5 stars,"









  
  
    
  This version of the fire stick is just as good as any other. Highly recommended.

  
"
5.0 out of 5 stars,"









  
  
    
  It better than old one

  
"
5.0 out of 5 stars,"









  
  
    
  Good bacic stick!

  
"
5.0 out of 5 stars,"









  
  
    
  Works as it should love it as usual

  
"
5.0 out of 5 stars,"









  
  
    
  Works great!!

  
"
5.0 out of 5 stars,"









  
    
  fácil de usar

  
  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
5.0 out of 5 stars,"









  
  
    
  Great item!!!

  
"
5.0 out of 5 stars,"









  
  
    
  I Recommended

  
"
5.0 out of 5 stars,"









  
  
    
  I got this for an early Christmas present and both grandkids love it.

  
"
4.0 out of 5 stars,"









  
  
    
  The only thing I did not like l could not get the local news stations and I could not get Lifetime, otherwise it pretty nice.

  
"
5.0 out of 5 stars,"









  
  
    
  No volume control so useful in situation where external speakers control volume.

  
"
1.0 out of 5 stars,"









  
  
    
  Hard to navigate Xfintiy app not available it’s a big waste of money. Sorry I bought this item. Would not recommend it for anyone

  
"
5.0 out of 5 stars,"









  
  
    
  Love this remote

  
"
5.0 out of 5 stars,"









  
  
    
  Really awesome !

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to install,  easy to use, responsive

  
"
